GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B3P001,B3P002,B3P003,B3P004,B3P005,B3P006,B3P007,B3P008
"G5101030","1950","Virginia","510","Lancaster","1030","Lancaster",2544,23,1832,1,2488,23,1729,0
"G5101050","1950","Virginia","510","Lee","1050","Lee",17828,32,243,3,17794,42,164,0
"G5101070","1950","Virginia","510","Loudoun","1070","Loudoun",8464,139,2051,2,8417,143,1929,2
"G5101090","1950","Virginia","510","Louisa","1090","Louisa",3897,34,2687,0,3759,27,2422,0
"G5101110","1950","Virginia","510","Lunenburg","1110","Lunenburg",3956,32,3132,2,3910,28,3052,4
"G5101130","1950","Virginia","510","Madison","1130","Madison",3236,31,985,4,3061,30,926,0
"G5101150","1950","Virginia","510","Matthews","1150","Matthews",2682,12,897,0,2658,13,885,1
"G5101170","1950","Virginia","510","Mecklenburg","1170","Mecklenburg",8640,32,8416,5,8217,38,8141,8
"G5101190","1950","Virginia","510","Middlesex","1190","Middlesex",1974,9,1448,0,1907,11,1365,1
"G5101210","1950","Virginia","510","Montgomery","1210","Montgomery",15372,114,766,13,12646,60,803,6
"G5101230","1950","Virginia","510","Nansemond","1230","Nansemond",4470,20,8161,2,4230,28,8319,8
"G5101250","1950","Virginia","510","Nelson","1250","Nelson",5192,15,1924,0,5023,19,1869,0
"G5101270","1950","Virginia","510","New Kent","1270","New Kent",944,30,1068,33,841,23,1028,28
"G5101290","1950","Virginia","510","Norfolk","1290","Norfolk",41170,499,8013,42,41340,602,8251,20
"G5101310","1950","Virginia","510","Northampton","1310","Northampton",3942,41,4706,1,4025,37,4546,2
"G5101330","1950","Virginia","510","Northumberland","1330","Northumberland",2996,21,2099,1,2884,23,1988,0
"G5101350","1950","Virginia","510","Nottoway","1350","Nottoway",4225,73,3410,3,4310,78,3379,1
"G5101370","1950","Virginia","510","Orange","1370","Orange",4508,68,1767,2,4701,77,1631,1
"G5101390","1950","Virginia","510","Page","1390","Page",7233,24,264,2,7304,27,293,5
"G5101410","1950","Virginia","510","Patrick","1410","Patrick",7325,11,681,0,6984,7,634,0
"G5101430","1950","Virginia","510","Pittsylvania","1430","Pittsylvania",22999,57,10072,8,22558,61,10337,4
"G5101450","1950","Virginia","510","Powhatan","1450","Powhatan",1726,33,1233,1,1348,29,1186,0
"G5101470","1950","Virginia","510","Prince Edward","1470","Prince Edward",4085,29,3343,0,4383,41,3517,0
"G5101490","1950","Virginia","510","Prince George","1490","Prince George",7086,212,3399,35,6203,219,2516,9
"G5101510","1950","Virginia","510","Princess Anne","1510","Princess Anne",18263,283,5190,57,13523,272,4686,3
"G5101530","1950","Virginia","510","Prince William","1530","Prince William",11206,186,1442,6,8330,189,1250,3
"G5101550","1950","Virginia","510","Pulaski","1550","Pulaski",12498,48,994,4,13105,34,1075,0
"G5101570","1950","Virginia","510","Rappahannock","1570","Rappahannock",2560,22,562,1,2425,22,519,1
"G5101590","1950","Virginia","510","Richmond","1590","Richmond",2136,11,1068,1,1908,7,1056,2
"G5101610","1950","Virginia","510","Roanoke","1610","Roanoke",19255,110,2092,16,18515,90,1406,2
"G5101630","1950","Virginia","510","Rockbridge","1630","Rockbridge",11422,66,985,9,9796,59,1021,1
"G5101650","1950","Virginia","510","Rockingham","1650","Rockingham",17087,113,355,13,17131,83,283,14
"G5101670","1950","Virginia","510","Russell","1670","Russell",13293,40,379,4,12772,32,298,0
"G5101690","1950","Virginia","510","Scott","1690","Scott",13639,18,165,3,13694,16,104,1
"G5101710","1950","Virginia","510","Shenandoah","1710","Shenandoah",10141,79,218,6,10504,56,165,0
"G5101730","1950","Virginia","510","Smyth","1730","Smyth",14707,55,227,6,14886,47,254,5
"G5101750","1950","Virginia","510","Southampton","1750","Southampton",5132,28,8118,1,5159,40,8042,2
"G5101770","1950","Virginia","510","Spotsylvania","1770","Spotsylvania",4584,44,1452,2,4398,49,1390,1
"G5101790","1950","Virginia","510","Stafford","1790","Stafford",5267,51,788,6,5004,50,731,5
"G5101810","1950","Virginia","510","Surry","1810","Surry",1131,12,2043,4,1086,20,1920,4
"G5101830","1950","Virginia","510","Sussex","1830","Sussex",2160,19,4275,1,2185,29,4112,4
"G5101850","1950","Virginia","510","Tazewell","1850","Tazewell",22412,159,1444,7,21949,112,1427,2
"G5101870","1950","Virginia","510","Warren","1870","Warren",6724,59,582,3,6773,54,605,1
"G5101890","1950","Virginia","510","Warwick","1890","Warwick",15166,242,6532,57,11728,304,5835,11
"G5101910","1950","Virginia","510","Washington","1910","Washington",18403,39,641,6,17833,46,555,13
"G5101930","1950","Virginia","510","Westmoreland","1930","Westmoreland",2787,30,2409,1,2681,34,2206,0
"G5101950","1950","Virginia","510","Wise","1950","Wise",26823,131,1221,3,26909,116,1131,2
"G5101970","1950","Virginia","510","Wythe","1970","Wythe",10714,26,510,0,11470,25,582,0
"G5101990","1950","Virginia","510","York","1990","York",4642,54,1551,5,3922,56,1516,4
"G5105100","1950","Virginia","510","Alexandria City","5100","Alexandria City",25089,702,3680,27,27493,837,3942,17
"G5105200","1950","Virginia","510","Bristol City","5200","Bristol City",6751,47,524,1,7975,56,600,0
"G5105300","1950","Virginia","510","Buena Vista City","5300","Buena Vista City",2350,7,99,1,2630,10,117,0
"G5105400","1950","Virginia","510","Charlottesville City","5400","Charlottesville City",10744,169,2196,6,10171,165,2516,2
"G5105600","1950","Virginia","510","Clifton Forge City","5600","Clifton Forge City",2257,23,491,0,2453,12,558,1
"G5105700","1950","Virginia","510","Colonial Heights City","5700","Colonial Heights City",2927,36,3,1,3047,57,6,0
"G5105900","1950","Virginia","510","Danville City","5900","Danville City",10975,118,4780,3,13276,114,5799,1
"G5106100","1950","Virginia","510","Falls Church City","6100","Falls Church City",3454,100,53,1,3717,130,80,0
"G5106300","1950","Virginia","510","Fredericksburg City","6300","Fredericksburg City",4254,73,900,3,5792,80,1052,4
"G5106500","1950","Virginia","510","Hampton City","6500","Hampton City",1695,44,1022,2,1952,53,1193,5
"G5106600","1950","Virginia","510","Harrisonburg City","6600","Harrisonburg City",4256,30,331,1,5805,35,350,2
"G5106700","1950","Virginia","510","Hopewell City","6700","Hopewell City",4189,161,766,8,4216,136,739,4
"G5106800","1950","Virginia","510","Lynchburg City","6800","Lynchburg City",16750,142,4733,3,20191,164,5740,4
"G5106900","1950","Virginia","510","Martinsville City","6900","Martinsville City",5853,47,2356,2,6256,49,2687,1
"G5107000","1950","Virginia","510","Newport News City","7000","Newport News City",11497,684,8810,68,11437,440,9404,18
"G5107100","1950","Virginia","510","Norfolk City","7100","Norfolk City",84901,2368,30677,536,60756,2040,32149,86
"G5107300","1950","Virginia","510","Petersburg City","7300","Petersburg City",9430,156,6926,12,10407,259,7850,14
"G5107400","1950","Virginia","510","Portsmouth City","7400","Portsmouth City",28122,431,14769,196,20333,424,15725,39
"G5107500","1950","Virginia","510","Radford City","7500","Radford City",3634,17,308,0,4715,29,323,0
"G5107600","1950","Virginia","510","Richmond City","7600","Richmond City",70894,1860,34383,52,82638,1836,38613,34
"G5107700","1950","Virginia","510","Roanoke City","7700","Roanoke City",36442,410,6828,13,40049,428,7747,4
"G5107805","1950","Virginia","510","South Norfolk City","7805","South Norfolk City",3963,17,1149,2,4012,44,1245,2
"G5107900","1950","Virginia","510","Staunton City","7900","Staunton City",8087,87,999,0,9511,75,1166,2
"G5108000","1950","Virginia","510","Suffolk City","8000","Suffolk City",3636,45,2126,4,4097,35,2395,1
"G5108200","1950","Virginia","510","Waynesboro City","8200","Waynesboro City",5370,56,486,1,5865,57,521,1
"G5108300","1950","Virginia","510","Williamsburg City","8300","Williamsburg City",2675,86,431,2,2998,103,440,0
"G5108400","1950","Virginia","510","Winchester City","8400","Winchester City",5782,72,567,0,6752,83,585,0
"G5108999","1950","Virginia","510","Independent Cities [multi-city reporting area]","8999","Independent Cities [mulit-city area]",,,,,,,,
"G5300010","1950","Washington","530","Adams","0010","Adams",3146,312,7,21,2819,269,3,7
"G5300030","1950","Washington","530","Asotin","0030","Asotin",5177,249,1,14,5207,219,0,11
"G5300050","1950","Washington","530","Benton","0050","Benton",25590,729,174,45,24161,558,78,35
"G5300070","1950","Washington","530","Chelan","0070","Chelan",18947,850,34,39,18613,760,25,33
"G5300090","1950","Washington","530","Clallam","0090","Clallam",11820,1283,27,479,11307,1021,20,439
"G5300110","1950","Washington","530","Clark","0110","Clark",40290,2257,451,92,39613,2091,457,56
"G5300130","1950","Washington","530","Columbia","0130","Columbia",2425,63,3,1,2322,44,2,0
"G5300150","1950","Washington","530","Cowlitz","0150","Cowlitz",25866,1522,112,37,24502,1256,44,30
"G5300170","1950","Washington","530","Douglas","0170","Douglas",5539,217,11,15,4846,166,11,12
"G5300190","1950","Washington","530","Ferry","0190","Ferry",1659,110,6,448,1449,63,2,359
"G5300210","1950","Washington","530","Franklin","0210","Franklin",6233,247,567,45,5796,208,431,36
"G5300230","1950","Washington","530","Garfield","0230","Garfield",1613,38,2,0,1521,29,1,0
"G5300250","1950","Washington","530","Grant","0250","Grant",12753,516,270,139,10048,410,117,93
"G5300270","1950","Washington","530","Grays Harbor","0270","Grays Harbor",24123,3537,42,360,22882,2413,19,268
"G5300290","1950","Washington","530","Island","0290","Island",5601,480,65,17,4466,404,34,12
"G5300310","1950","Washington","530","Jefferson","0310","Jefferson",5936,362,3,174,4659,341,3,140
"G5300330","1950","Washington","530","King","0330","King",310549,40347,8893,8348,314482,37098,7840,5435
"G5300350","1950","Washington","530","Kitsap","0350","Kitsap",35830,2539,548,694,32611,2535,484,483
"G5300370","1950","Washington","530","Kittitas","0370","Kittitas",10538,1034,31,32,9727,813,44,16
"G5300390","1950","Washington","530","Klikatat","0390","Klikatat",6014,246,4,130,5345,169,4,137
"G5300410","1950","Washington","530","Lewis","0410","Lewis",20827,1448,26,43,20187,1173,16,35
"G5300430","1950","Washington","530","Lincoln","0430","Lincoln",5353,373,14,36,4874,296,8,16
"G5300450","1950","Washington","530","Mason","0450","Mason",7249,447,7,170,6674,347,6,122
"G5300470","1950","Washington","530","Okanogan","0470","Okanogan",13798,541,21,767,12790,480,24,710
"G5300490","1950","Washington","530","Pacific","0490","Pacific",7641,886,8,67,7228,665,5,58
"G5300510","1950","Washington","530","Pend Oreille","0510","Pend Oreille",3668,306,3,79,3125,167,1,64
"G5300530","1950","Washington","530","Pierce","0530","Pierce",133694,12227,4005,1464,110584,10865,2006,1031
"G5300550","1950","Washington","530","San Juan","0550","San Juan",1516,161,3,6,1422,131,1,5
"G5300570","1950","Washington","530","Skagit","0570","Skagit",19731,2168,31,252,19065,1792,13,221
"G5300590","1950","Washington","530","Skamania","0590","Skamania",2449,138,2,9,2100,84,0,6
"G5300610","1950","Washington","530","Snohomish","0610","Snohomish",50830,5815,154,306,49245,4876,84,270
"G5300630","1950","Washington","530","Spokane","0630","Spokane",101307,8488,717,962,101438,7276,642,731
"G5300650","1950","Washington","530","Stevens","0650","Stevens",8886,583,8,348,8012,453,11,279
"G5300670","1950","Washington","530","Thurston","0670","Thurston",20895,1409,21,139,21033,1248,20,119
"G5300690","1950","Washington","530","Wahkiakum","0690","Wahkiakum",1768,278,1,3,1582,198,0,5
"G5300710","1950","Washington","530","Walla Walla","0710","Walla Walla",19293,1224,274,177,18002,1042,70,53
"G5300730","1950","Washington","530","Whatcom","0730","Whatcom",28763,3885,23,511,29247,3797,23,484
"G5300750","1950","Washington","530","Whitman","0750","Whitman",16471,681,15,58,14591,598,17,38
"G5300770","1950","Washington","530","Yakima","0770","Yakima",62670,3625,833,1828,61462,3025,708,1572
"G5400010","1950","West Virginia","540","Barbour","0010","Barbour",9266,201,579,3,9060,98,537,1
"G5400030","1950","West Virginia","540","Berkeley","0030","Berkeley",14245,174,598,3,14656,112,571,0
"G5400050","1950","West Virginia","540","Boone","0050","Boone",16797,183,309,3,15526,95,260,0
"G5400070","1950","West Virginia","540","Braxton","0070","Braxton",9091,24,54,1,8832,22,57,1
"G5400090","1950","West Virginia","540","Brooke","0090","Brooke",12143,1206,297,2,12106,878,271,1
"G5400110","1950","West Virginia","540","Cabell","0110","Cabell",49396,582,2110,12,52954,531,2440,10
"G5400130","1950","West Virginia","540","Calhoun","0130","Calhoun",5200,5,7,1,5035,7,3,1
"G5400150","1950","West Virginia","540","Clay","0150","Clay",7698,19,26,6,7168,10,32,2
"G5400170","1950","West Virginia","540","Doddridge","0170","Doddridge",4585,19,1,1,4409,10,1,0
"G5400190","1950","West Virginia","540","Fayette","0190","Fayette",35280,840,5852,8,34384,535,5535,9
"G5400210","1950","West Virginia","540","Gilmer","0210","Gilmer",4997,7,22,0,4712,6,2,0
"G5400230","1950","West Virginia","540","Grant","0230","Grant",4315,9,121,1,4173,15,121,1
"G5400250","1950","West Virginia","540","Greenbrier","0250","Greenbrier",18439,234,1015,7,18470,130,999,1
"G5400270","1950","West Virginia","540","Hampshire","0270","Hampshire",6310,21,56,1,6093,25,71,0
"G5400290","1950","West Virginia","540","Hancock","0290","Hancock",14789,1889,670,2,15099,1270,668,1
"G5400310","1950","West Virginia","540","Hardy","0310","Hardy",4937,9,151,1,4788,10,136,0
"G5400330","1950","West Virginia","540","Harrison","0330","Harrison",39575,1532,782,13,41410,1188,789,7
"G5400350","1950","West Virginia","540","Jackson","0350","Jackson",7630,12,3,0,7637,17,0,0
"G5400370","1950","West Virginia","540","Jefferson","0370","Jefferson",7132,63,1340,1,7192,60,1395,1
"G5400390","1950","West Virginia","540","Kanawha","0390","Kanawha",109093,1374,7701,38,112273,1165,7973,12
"G5400410","1950","West Virginia","540","Lewis","0410","Lewis",10161,195,32,3,10531,120,30,2
"G5400430","1950","West Virginia","540","Lincoln","0430","Lincoln",11645,25,27,8,10740,14,6,1
"G5400450","1950","West Virginia","540","Logan","0450","Logan",35583,850,3684,10,33311,356,3593,4
"G5400470","1950","West Virginia","540","McDowell","0470","Mcdowell",37030,1318,12255,6,35731,673,11872,2
"G5400490","1950","West Virginia","540","Marion","0490","Marion",31689,1674,1689,3,33550,1117,1794,5
"G5400510","1950","West Virginia","540","Marshall","0510","Marshall",17981,873,261,3,17065,647,62,1
"G5400530","1950","West Virginia","540","Mason","0530","Mason",11480,47,419,0,11207,47,336,1
"G5400550","1950","West Virginia","540","Mercer","0550","Mercer",32684,418,4067,10,33199,297,4338,0
"G5400570","1950","West Virginia","540","Mineral","0570","Mineral",10710,131,345,3,10712,103,328,1
"G5400590","1950","West Virginia","540","Mingo","0590","Mingo",22556,261,1371,9,21722,132,1346,12
"G5400610","1950","West Virginia","540","Monongalia","0610","Monongalia",29317,1483,744,14,27533,1021,683,2
"G5400630","1950","West Virginia","540","Monroe","0630","Monroe",6389,35,236,2,6209,20,232,0
"G5400650","1950","West Virginia","540","Morgan","0650","Morgan",4038,23,80,4,4045,19,67,0
"G5400670","1950","West Virginia","540","Nicholas","0670","Nicholas",14149,95,16,3,13328,89,16,0
"G5400690","1950","West Virginia","540","Ohio","0690","Ohio",30964,1982,1267,7,34358,1720,1370,4
"G5400710","1950","West Virginia","540","Pendleton","0710","Pendleton",4674,7,82,0,4482,4,64,0
"G5400730","1950","West Virginia","540","Pleasants","0730","Pleasants",3189,11,2,1,3156,9,1,0
"G5400750","1950","West Virginia","540","Pocahontas","0750","Pocahontas",6118,31,382,3,5681,17,246,2
"G5400770","1950","West Virginia","540","Preston","0770","Preston",15862,217,76,6,15073,115,48,2
"G5400790","1950","West Virginia","540","Putnam","0790","Putnam",10673,32,6,6,10277,20,6,1
"G5400810","1950","West Virginia","540","Raleigh","0810","Raleigh",41212,915,6375,16,40973,577,6199,6
"G5400830","1950","West Virginia","540","Randolph","0830","Randolph",15312,195,228,4,14552,104,157,6
"G5400850","1950","West Virginia","540","Ritchie","0850","Ritchie",6272,19,1,1,6222,15,4,1
"G5400870","1950","West Virginia","540","Roane","0870","Roane",9274,83,20,1,8997,30,3,0
"G5400890","1950","West Virginia","540","Summers","0890","Summers",8957,31,441,5,9114,39,583,13
"G5400910","1950","West Virginia","540","Taylor","0910","Taylor",8679,129,337,8,8814,104,346,5
"G5400930","1950","West Virginia","540","Tucker","0930","Tucker",5141,151,26,1,5161,101,19,0
"G5400950","1950","West Virginia","540","Tyler","0950","Tyler",5104,27,9,1,5356,27,11,0
"G5400970","1950","West Virginia","540","Upshur","0970","Upshur",9440,44,39,2,9608,53,53,3
"G5400990","1950","West Virginia","540","Wayne","0990","Wayne",19403,64,21,1,19121,67,18,1
"G5401010","1950","West Virginia","540","Webster","1010","Webster",9020,52,4,0,8780,32,0,0
"G5401030","1950","West Virginia","540","Wetzel","1030","Wetzel",9974,51,16,3,10060,33,17,0
"G5401050","1950","West Virginia","540","Wirt","1050","Wirt",2608,6,12,1,2475,9,8,0
"G5401070","1950","West Virginia","540","Wood","1070","Wood",31513,253,304,9,33834,267,357,3
"G5401090","1950","West Virginia","540","Wyoming","1090","Wyoming",18212,208,1181,10,16811,65,1044,9
"G5500010","1950","Wisconsin","550","Adams","0010","Adams",3883,218,6,13,3576,185,10,15
"G5500030","1950","Wisconsin","550","Ashland","0030","Ashland",8373,1068,7,515,8156,892,0,450
"G5500050","1950","Wisconsin","550","Barron","0050","Barron",16630,1103,8,24,15940,971,1,26
"G5500070","1950","Wisconsin","550","Bayfield","0070","Bayfield",5972,1026,9,334,5331,806,7,275
"G5500090","1950","Wisconsin","550","Brown","0090","Brown",47209,1306,83,456,47525,1292,9,434
"G5500110","1950","Wisconsin","550","Buffalo","0110","Buffalo",7465,205,0,0,6884,165,0,0
"G5500130","1950","Wisconsin","550","Burnett","0130","Burnett",4941,391,3,108,4407,301,4,81
"G5500150","1950","Wisconsin","550","Calumet","0150","Calumet",9388,205,0,23,9041,173,1,9
"G5500170","1950","Wisconsin","550","Chippewa","0170","Chippewa",20827,891,69,19,20116,817,73,27
"G5500190","1950","Wisconsin","550","Clark","0190","Clark",15678,1202,33,31,14484,997,15,19
"G5500210","1950","Wisconsin","550","Columbia","0210","Columbia",16407,733,7,18,16198,643,2,15
"G5500230","1950","Wisconsin","550","Crawford","0230","Crawford",9021,187,2,8,8262,161,0,11
"G5500250","1950","Wisconsin","550","Dane","0250","Dane",80388,4225,368,219,80050,3635,348,124
"G5500270","1950","Wisconsin","550","Dodge","0270","Dodge",28437,1344,165,43,26554,1044,17,7
"G5500290","1950","Wisconsin","550","Door","0290","Door",10214,430,4,36,9809,344,1,32
"G5500310","1950","Wisconsin","550","Douglas","0310","Douglas",20622,3168,31,98,20276,2419,22,79
"G5500330","1950","Wisconsin","550","Dunn","0330","Dunn",13538,560,4,20,12734,466,4,15
"G5500350","1950","Wisconsin","550","Eau Claire","0350","Eau Claire",25744,935,9,11,26525,941,9,13
"G5500370","1950","Wisconsin","550","Florence","0370","Florence",1816,203,0,0,1585,152,0,0
"G5500390","1950","Wisconsin","550","Fond du Lac","0390","Fond Du Lac",32014,1364,35,9,32971,1396,24,16
"G5500410","1950","Wisconsin","550","Forest","0410","Forest",4413,382,6,191,4034,234,0,177
